"iso3","date","recovered","soc_dist","mov_rest","pub_health","gcmr_retail_recreation","gcmr_grocery_pharmacy","gcmr_transit_stations","gcmr_workplaces","gcmr_residential"
"IRL",2020-07-15,23364,-2,6,26,-20,1,-35,-42,12
"IRL",2020-07-16,23364,-2,6,26,-21,1,-36,-42,13
"IRL",2020-07-17,23364,-2,6,26,-26,1,-38,-41,13
"IRL",2020-07-18,23364,-2,6,26,-29,4,-22,-7,3
"IRL",2020-07-19,23364,-2,6,26,-28,0,-18,-1,1
"IRL",2020-07-20,23364,-2,6,26,-15,3,-33,-44,10
"IRL",2020-07-21,23364,-3,6,26,-16,2,-31,-43,10
"IRL",2020-07-22,23364,-3,6,26,-20,-1,-36,-42,12
"IRL",2020-07-23,23364,-3,7,27,-20,1,-37,-42,13
"IRL",2020-07-24,23364,-3,7,27,-26,-1,-38,-41,13
"IRL",2020-07-25,23364,-3,7,27,-28,1,-24,-7,4
"IRL",2020-07-26,23364,-3,7,27,-26,-5,-23,-1,3
"IRL",2020-07-27,23364,-3,7,27,-13,1,-37,-46,12
"IRL",2020-07-28,23364,-4,7,27,-13,2,-32,-43,11
"IRL",2020-07-29,23364,-4,7,27,-16,0,-37,-45,13
"IRL",2020-07-30,23364,-4,7,27,-15,2,-36,-44,12
"IRL",2020-07-31,23364,-4,7,27,-21,0,-35,-44,11
"IRL",2020-08-01,23364,-4,7,27,-27,0,-21,-9,2
"IRL",2020-08-02,23364,-4,7,27,-21,-5,-19,-1,1
"IRL",2020-08-03,23364,-4,7,27,-11,-7,-39,-74,15
"IRL",2020-08-04,23364,-4,7,27,-10,5,-34,-46,11
"IRL",2020-08-05,23364,-4,7,27,-15,-1,-36,-45,12
"IRL",2020-08-06,23364,-4,7,27,-14,0,-34,-45,12
"IRL",2020-08-07,23364,1,8,28,-21,-2,-35,-43,11
"IRL",2020-08-08,23364,1,8,28,-31,0,-18,-6,1
"IRL",2020-08-09,23364,1,8,28,-29,-5,-22,-1,0
"IRL",2020-08-10,23364,1,8,28,-15,-2,-39,-46,11
"IRL",2020-08-11,23364,1,8,28,-15,-1,-33,-44,10
"IRL",2020-08-12,23364,1,8,28,-17,-1,-34,-44,10
"IRL",2020-08-13,23364,1,8,28,-17,-1,-39,-44,12
"IRL",2020-08-14,23364,1,8,28,-22,-1,-38,-42,11
"IRL",2020-08-15,23364,1,8,28,-28,0,-23,-6,2
"IRL",2020-08-16,23364,1,8,28,-27,-8,-31,-2,3
"IRL",2020-08-17,23364,1,8,28,-16,-5,-44,-45,12
"IRL",2020-08-18,23364,1,8,28,-13,-1,-36,-42,10
"IRL",2020-08-19,23364,1,8,28,-22,-5,-44,-43,13
"IRL",2020-08-20,23364,1,8,28,-22,-6,-46,-44,13
"IRL",2020-08-21,23364,1,8,28,-23,-3,-41,-41,12
"IRL",2020-08-22,23364,1,8,28,-27,-2,-31,-5,4
"IRL",2020-08-23,23364,1,8,28,-25,-7,-29,1,3
"IRL",2020-08-24,23364,1,8,28,-12,-2,-40,-43,11
"IRL",2020-08-25,23364,1,8,28,-20,-6,-46,-43,13
"IRL",2020-08-26,23364,1,8,28,-13,2,-35,-41,11
"IRL",2020-08-27,23364,1,8,28,-17,-1,-42,-41,13
"IRL",2020-08-28,23364,1,8,29,-20,0,-40,-39,11
"IRL",2020-08-29,23364,1,8,29,-23,1,-25,-3,3
"IRL",2020-08-30,23364,1,8,29,-21,-2,-24,1,2
"IRL",2020-08-31,23364,1,8,29,-9,3,-36,-41,10
"IRL",2020-09-01,23364,1,8,29,-12,4,-34,-40,10
"IRL",2020-09-02,23364,1,8,29,-21,-3,-40,-40,12
"IRL",2020-09-03,23364,1,8,29,-18,0,-38,-39,10
"IRL",2020-09-04,23364,1,8,29,-21,-1,-37,-37,9
"IRL",2020-09-05,23364,1,8,29,-24,-1,-27,-5,3
"IRL",2020-09-06,23364,1,8,29,-22,-3,-27,-1,2
"IRL",2020-09-07,23364,1,8,29,-15,0,-39,-40,9
"IRL",2020-09-08,23364,1,8,29,-18,-1,-36,-39,9
"IRL",2020-09-09,23364,1,8,29,-19,-2,-36,-37,9
"IRL",2020-09-10,23364,1,8,29,-20,-1,-38,-37,8
"IRL",2020-09-11,23364,1,8,29,-21,0,-37,-36,7
"IRL",2020-09-12,23364,1,8,29,-23,0,-25,-5,0
"IRL",2020-09-13,23364,1,8,29,-23,-2,-23,-2,0
"IRL",2020-09-14,23364,1,8,29,-17,-1,-36,-34,7
"IRL",2020-09-15,23364,12,9,34,-16,1,-32,-33,7
"IRL",2020-09-16,23364,12,9,34,-20,-2,-35,-33,8
"IRL",2020-09-17,23364,12,9,34,-19,-1,-37,-33,8
"IRL",2020-09-18,23364,12,9,34,-20,-1,-35,-32,7
"IRL",2020-09-19,23364,12,9,34,-29,0,-33,-7,3
"IRL",2020-09-20,23364,12,9,34,-28,-2,-32,-4,2
"IRL",2020-09-21,23364,12,9,34,-19,0,-37,-34,8
"IRL",2020-09-22,23364,12,9,34,-24,-1,-41,-34,10
"IRL",2020-09-23,23364,12,9,34,-23,1,-40,-32,10
"IRL",2020-09-24,23364,23,10,35,-26,0,-45,-33,12
"IRL",2020-09-25,23364,23,10,35,-24,4,-41,-31,10
"IRL",2020-09-26,23364,23,10,35,-26,4,-30,-5,4
"IRL",2020-09-27,23364,23,10,35,-27,-2,-33,-3,4
"IRL",2020-09-28,23364,24,10,36,-21,1,-41,-34,10
"IRL",2020-09-29,23364,24,10,36,-22,2,-39,-31,9
"IRL",2020-09-30,23364,24,10,36,-28,-1,-44,-32,11
"IRL",2020-10-01,23364,24,10,36,-26,2,-43,-31,10
"IRL",2020-10-02,23364,24,10,36,-26,4,-39,-29,9
"IRL",2020-10-03,23364,24,10,36,-28,3,-34,-8,4
"IRL",2020-10-04,23364,24,10,36,-41,-12,-51,-12,7
"IRL",2020-10-05,23364,24,10,36,-20,3,-41,-32,9
"IRL",2020-10-06,23364,34,11,38,-21,3,-40,-31,8
"IRL",2020-10-07,23364,34,11,38,-34,0,-44,-32,11
"IRL",2020-10-08,23364,34,11,38,-32,3,-45,-32,12
"IRL",2020-10-09,23364,34,11,38,-34,4,-45,-30,13
"IRL",2020-10-10,23364,34,11,38,-37,5,-40,-12,8
"IRL",2020-10-11,23364,34,11,38,-39,-3,-42,-13,8
"IRL",2020-10-12,23364,34,11,38,-30,0,-45,-33,12
"IRL",2020-10-13,23364,34,11,38,-31,1,-44,-32,11
"IRL",2020-10-14,23364,34,11,38,-33,0,-44,-32,12
"IRL",2020-10-15,23364,34,11,38,-32,3,-45,-32,13
"IRL",2020-10-16,23364,34,11,38,-34,4,-46,-31,14
"IRL",2020-10-17,23364,34,11,38,-37,5,-43,-15,9
"IRL",2020-10-18,23364,34,11,38,-38,-3,-43,-15,9
"IRL",2020-10-19,23364,34,11,38,NA,NA,NA,NA,NA
"IRL",2020-10-20,23364,34,11,38,NA,NA,NA,NA,NA
"IRL",2020-10-21,NA,34,11,38,NA,NA,NA,NA,NA
